,category,text
6600,not_spam,"K I'm leaving soon, be there a little after 9
"
6601,spam,"PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
"
6602,spam,"Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
"
6603,not_spam,"Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
"
6604,not_spam,"Goodnight, sleep well da please take care pa. Please.
"
6605,not_spam,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning
"
6606,not_spam,"Nah, Wednesday. When should I bring the mini cheetos bag over?
"
6607,not_spam,"I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
"
6608,not_spam,"I've not sent it. He can send me.
"
6609,spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.
"
6610,not_spam,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...
"
6611,not_spam,"happened here while you were adventuring
"
6612,not_spam,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
"
6613,not_spam,"Sorry, I'll call later
"
6614,spam,"BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
"
6615,not_spam,"Please don't text me anymore. I have nothing else to say.
"
6616,spam,"Please CALL 08712402902 immediately as there is an urgent message waiting for you.
"
6617,spam,"Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
"
6618,not_spam,"There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
"
6619,spam,"The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
"
6620,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com
"
6621,not_spam,"Tell dear what happen to you. Why you talking to me like an alian
"
6622,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu
"
6623,not_spam,"Ok... Let u noe when i leave my house.
"
6624,not_spam,"Kallis is ready for bat in 2nd innings
"
6625,spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 
"
6626,not_spam,"Yeah get the unlimited
"
6627,spam,"What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
"
6628,not_spam,"Yeah imma come over cause jay wants to do some drugs
"
6629,spam,"Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
"
6630,not_spam,"""What are youdoing later? Sar xxx""
"
6631,not_spam,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour
"
6632,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records
"
6633,not_spam,"Nokia phone is lovly..
"
6634,not_spam,"Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
"
6635,spam,"Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
"
6636,not_spam,"U can call me now...
"
6637,spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622
"
6638,spam,"4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
"
6639,not_spam,"it's really getting me down just hanging around.
"
6640,not_spam,"Hey morning what you come to ask:-) pa...
"
6641,not_spam,"Do u hav any frnd by name ashwini in ur college?
"
6642,not_spam,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?
"
6643,not_spam,"I know where the  &lt;#&gt;  is, I'll be there around 5
"
6644,not_spam,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.
"
6645,not_spam,"Ok leave no need to ask
"
6646,spam,"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
"
6647,not_spam,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""
"
6648,spam,"Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
"
6649,not_spam,"Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
"
6650,not_spam,"What makes you most happy?
"
6651,not_spam,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.
"
6652,not_spam,"U in town alone?
"
6653,spam,"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
"
6654,not_spam,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.
"
6655,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ 
"
6656,not_spam,"Fine i miss you very much.
"
6657,spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
"
6658,spam,"Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
"
6659,not_spam,"So check your errors and if you had difficulties, do correction.
"
6660,not_spam,"Haha, just what I was thinkin
"
6661,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm
"
6662,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
"
6663,spam,"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
"
6664,not_spam,"Great! I have to run now so ttyl!
"
6665,not_spam,"Awesome, text me when you're restocked
"
6666,spam,"Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
"
6667,not_spam,"I'm at home n ready...
"
6668,spam,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
"
6669,spam,"WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
"
6670,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
"
6671,not_spam,"Excellent! Wish we were together right now!
"
6672,spam,"FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
"
6673,spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv
"
6674,not_spam,"Hey r ü still online? I've finished the formatting...
"
6675,spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114
"
6676,not_spam,"Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
"
6677,not_spam,"I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
"
6678,not_spam,"Hey tmr meet at bugis 930 ?
"
6679,spam,"Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
"
6680,spam,"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
"
6681,not_spam,"Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
"
6682,spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop
"
6683,spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU
"
6684,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply
"
6685,spam,"PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
"
6686,spam,"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
"
6687,spam,"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
"
6688,spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088
"
6689,not_spam,"Hmmm.still we dont have opener?
"
6690,spam,"A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
"
6691,spam,"You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
"
6692,spam,"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
"
6693,not_spam,"Good morning princess! Happy New Year!
"
6694,not_spam,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....
"
6695,not_spam,"Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
"
6696,not_spam,"Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
"
6697,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy 
"
6698,not_spam,"PS U no ur a grown up now right?
"
6699,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470
"
6700,spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow
"
6701,not_spam,"No probs hon! How u doinat the mo?
"
6702,spam,"Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
"
6703,not_spam,"Oic... Then better quickly go bathe n settle down...
"
6704,not_spam,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola
"
6705,spam,"Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
"
6706,not_spam,"1's finish meeting call me.
"
6707,not_spam,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...
"
6708,not_spam,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
"
6709,spam,"Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
"
6710,not_spam,"Haha awesome, omw back now then
"
6711,spam,"YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
"
6712,spam,"2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
"
6713,spam,"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
"
6714,not_spam,"Aight, can you text me the address?
"
6715,spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..
"
6716,spam,"Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
"
6717,spam,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
"
6718,not_spam,"Nah dub but je still buff
"
6719,not_spam,"S but mostly not like that.
"
6720,not_spam,"Well, i'm glad you didn't find it totally disagreeable ... Lol
"
6721,spam,"Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
"
6722,not_spam,"I was about to do it when i texted. I finished a long time ago and showered and er'ything!
"
6723,spam,"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
"
6724,spam,"<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
"
6725,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2
"
6726,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
"
6727,not_spam,"I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
"
6728,spam,"Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
"
6729,not_spam,"Ü only send me the contents page...
"
6730,not_spam,"Nice.nice.how is it working?
"
6731,spam,"-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
"
6732,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)
"
6733,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468
"
6734,spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)
"
6735,not_spam,"Cab is available.they pick up and drop at door steps.
"
6736,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
"
6737,spam,"SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
"
6738,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message
"
6739,spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""
"
6740,not_spam,"I'm in town now so i'll jus take mrt down later.
"
6741,not_spam,"S:)s.nervous  &lt;#&gt; :)
"
6742,not_spam,"Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
"
6743,not_spam,"Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
"
6744,spam,"Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
"
6745,not_spam,"Are you there in room.
"
6746,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
"
6747,spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !
"
6748,spam,"WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
"
6749,not_spam,"Its ok, called mom instead have fun
"
6750,spam,"Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
"
6751,spam,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
"
6752,spam,"RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
"
6753,not_spam,"I am in hospital da. . I will return home in evening
"
6754,not_spam,"Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
"
6755,not_spam,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.
"
6756,not_spam,"Am also doing in cbe only. But have to pay.
"
6757,not_spam,"Hahaha..use your brain dear
"
6758,not_spam,"say thanks2. 
"
6759,not_spam,"Wat u doing there?
"
6760,spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS
"
6761,spam,"Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
"
6762,not_spam,"Y de asking like this.
"
6763,not_spam,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.
"
6764,not_spam,"TaKe CaRE n gET WeLL sOOn
"
6765,not_spam,"Where do you need to go to get it?
"
6766,spam,"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
"
6767,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT
"
6768,not_spam,"She's fine. Sends her greetings
"
6769,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT
"
6770,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm
"
6771,not_spam,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
"
6772,spam,"Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
"
6773,not_spam,"I just got home babe, are you still awake ?
"
6774,not_spam,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
"
6775,not_spam,"No way I'm going back there!
"
6776,spam,"FreeMsg>FAV XMAS TONES!Reply REAL
"
6777,not_spam,"No screaming means shouting..
"
6778,spam,"Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
"
6779,spam,"Please CALL 08712402902 immediately as there is an urgent message waiting for you.
"
6780,spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.
"
6781,spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
"
6782,spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU
"
6783,spam,"No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
"
6784,spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa
"
6785,not_spam,"Taka lor. Wat time u wan 2 come n look 4 us?
"
6786,spam,"YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
"
6787,not_spam,"My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
"
6788,not_spam,"Good morning princess! How are you?
"
6789,not_spam,"Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
"
6790,not_spam,"You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
"
6791,spam,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
"
6792,spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.
"
6793,spam,"Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
"
6794,spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
"
6795,not_spam,"Not for possession, especially not first offense
"
6796,not_spam,"Is that seriously how you spell his name?
"
6797,not_spam,"Nice.nice.how is it working?
"
6798,spam,"Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
"
6799,not_spam,"Sen told that he is going to join his uncle finance in cbe
"
6800,not_spam,"No..he joined today itself.
"
6801,spam,"Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
"
6802,not_spam,"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
"
6803,not_spam,"I can take you at like noon
"
6804,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm
"
6805,not_spam,"Sorry . I will be able to get to you. See you in the morning.
"
6806,spam,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
"
6807,not_spam,"Fine. Do you remember me.
"
6808,not_spam,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
"
6809,spam,"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
"
6810,not_spam,"Get the door, I'm here
"
6811,spam,"Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
"
6812,spam,"YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
"
6813,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm
"
6814,spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!
"
6815,not_spam,"Sorry * was at the grocers.
"
6816,not_spam,"Nationwide auto centre (or something like that) on Newport road. I liked them there
"
6817,not_spam,"Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
"
6818,not_spam,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want
"
6819,not_spam,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite
"
6820,spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120
"
6821,not_spam,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.""
"
6822,not_spam,"Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
"
6823,not_spam,"Am slow in using biola's fne
"
6824,spam,"No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
"
6825,spam,"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
"
6826,not_spam,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... 
"
6827,spam,"Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
"
6828,spam,"No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
"
6829,spam,"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
"
6830,spam,"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
"
6831,not_spam,"G.W.R
"
6832,spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
"
6833,spam,"IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
"
6834,not_spam,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.
"
6835,spam,"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
"
6836,spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
"
6837,not_spam,"No prob. I will send to your email.
"
6838,not_spam,"Yes watching footie but worried we're going to blow it - Phil Neville?
"
6839,not_spam,"K I'll be sure to get up before noon and see what's what
"
6840,not_spam,"You are a big chic. Common. Declare
"
6841,not_spam,"Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
"
6842,not_spam,"Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
"
6843,not_spam,"You getting back any time soon?
"
6844,not_spam,"I want snow. It's just freezing and windy.
"
